3.8464e-008	3.49423e-008	3.1739e-008	2.88265e-008	2.61795e-008	2.37747e-008	2.15908e-008	1.9608e-008	1.78086e-008	1.61759e-008	1.46951e-008	1.33523e-008	1.21349e-008	1.10315e-008	1.00316e-008	9.12561e-009	8.30489e-009	7.56148e-009	6.88817e-009	6.2784e-009	5.72619e-009	5.22613e-009	4.7733e-009	4.36322e-009	3.99184e-009	3.65549e-009	3.35084e-009	3.07488e-009	2.82487e-009	2.59835e-009	2.39307e-009	2.20703e-009	2.03838e-009	1.88549e-009	1.74687e-009	1.62116e-009	1.50715e-009	1.40375e-009	1.30998e-009	1.22493e-009	1.14782e-009	1.07791e-009	1.01456e-009	9.57182e-010	9.05256e-010	8.58308e-010	8.15914e-010	7.77698e-010	7.43321e-010	7.1248e-010	6.84908e-010	6.60365e-010	6.38642e-010	6.19554e-010	6.02938e-010	5.88655e-010	5.76584e-010	5.66624e-010	5.58691e-010	5.52718e-010	5.48651e-010	5.46453e-010	5.46099e-010	5.47579e-010	5.50894e-010	5.56056e-010	5.6309e-010	5.72031e-010	5.82923e-010	5.95818e-010	6.10777e-010	6.27866e-010	6.47155e-010	6.68716e-010	6.92623e-010	7.18944e-010	7.47739e-010	7.79059e-010	8.12937e-010	8.49382e-010	8.88378e-010	9.29868e-010	9.73754e-010	1.01989e-009	1.06805e-009	1.11797e-009	1.1693e-009	1.22159e-009	1.27434e-009	1.32692e-009	1.37866e-009	1.42878e-009	1.47645e-009	1.52076e-009	1.5608e-009	1.59561e-009	1.6243e-009	1.64597e-009	1.65985e-009	1.66528e-009	
2.93858e-008	2.65781e-008	2.40339e-008	2.17295e-008	1.96433e-008	1.77555e-008	1.60479e-008	1.45039e-008	1.31085e-008	1.18476e-008	1.07089e-008	9.68065e-009	8.75252e-009	7.91498e-009	7.15935e-009	6.47779e-009	5.86314e-009	5.30894e-009	4.8093e-009	4.35891e-009	3.95295e-009	3.58705e-009	3.25727e-009	2.96006e-009	2.69218e-009	2.45073e-009	2.23309e-009	2.03688e-009	1.85999e-009	1.70048e-009	1.55662e-009	1.42686e-009	1.30979e-009	1.20415e-009	1.10881e-009	1.02275e-009	9.45051e-010	8.74893e-010	8.11537e-010	7.5432e-010	7.02648e-010	6.55988e-010	6.13862e-010	5.75843e-010	5.41547e-010	5.10632e-010	4.82792e-010	4.57755e-010	4.35276e-010	4.1514e-010	3.97155e-010	3.81149e-010	3.66974e-010	3.54497e-010	3.43603e-010	3.34194e-010	3.26182e-010	3.19497e-010	3.14078e-010	3.09875e-010	3.06852e-010	3.04979e-010	3.0424e-010	3.04625e-010	3.06134e-010	3.08775e-010	3.12566e-010	3.17531e-010	3.23702e-010	3.3112e-010	3.39829e-010	3.49882e-010	3.61335e-010	3.74251e-010	3.88692e-010	4.04723e-010	4.22406e-010	4.41802e-010	4.62963e-010	4.85928e-010	5.10725e-010	5.37357e-010	5.65806e-010	5.96018e-010	6.27902e-010	6.61322e-010	6.96089e-010	7.31958e-010	7.68621e-010	8.05702e-010	8.4276e-010	8.79286e-010	9.14708e-010	9.48402e-010	9.79701e-010	1.00791e-009	1.03234e-009	1.0523e-009	1.06716e-009	1.07636e-009	
2.23921e-008	2.01605e-008	1.81463e-008	1.63292e-008	1.46909e-008	1.32145e-008	1.18846e-008	1.06873e-008	9.60975e-009	8.64046e-009	7.76888e-009	6.98546e-009	6.28153e-009	5.64923e-009	5.08144e-009	4.57172e-009	4.11425e-009	3.70376e-009	3.3355e-009	3.00517e-009	2.70891e-009	2.44323e-009	2.20499e-009	1.99137e-009	1.79982e-009	1.62806e-009	1.47403e-009	1.3359e-009	1.212e-009	1.10087e-009	1.00116e-009	9.11684e-010	8.31379e-010	7.59287e-010	6.94554e-010	6.36415e-010	5.84186e-010	5.37256e-010	4.9508e-010	4.57169e-010	4.23088e-010	3.92449e-010	3.64905e-010	3.40146e-010	3.17897e-010	2.97914e-010	2.79977e-010	2.63892e-010	2.49488e-010	2.36612e-010	2.25127e-010	2.14916e-010	2.05872e-010	1.97904e-010	1.90931e-010	1.84884e-010	1.79703e-010	1.75336e-010	1.71742e-010	1.68886e-010	1.6674e-010	1.65283e-010	1.64503e-010	1.64392e-010	1.64947e-010	1.66174e-010	1.68082e-010	1.70687e-010	1.74011e-010	1.78081e-010	1.82928e-010	1.88589e-010	1.95105e-010	2.02524e-010	2.10892e-010	2.20263e-010	2.30689e-010	2.42223e-010	2.54918e-010	2.6882e-010	2.8397e-010	3.00398e-010	3.1812e-010	3.37136e-010	3.5742e-010	3.7892e-010	4.01549e-010	4.25183e-010	4.49654e-010	4.74745e-010	5.00191e-010	5.25672e-010	5.5082e-010	5.75217e-010	5.98405e-010	6.19897e-010	6.39184e-010	6.5576e-010	6.69133e-010	6.78849e-010	
1.70235e-008	1.52549e-008	1.3665e-008	1.22368e-008	1.09545e-008	9.80386e-009	8.77195e-009	7.84702e-009	7.0184e-009	6.27642e-009	5.61235e-009	5.01826e-009	4.48701e-009	4.01213e-009	3.58781e-009	3.20879e-009	2.87034e-009	2.5682e-009	2.29855e-009	2.05794e-009	1.84329e-009	1.65183e-009	1.48107e-009	1.32878e-009	1.19298e-009	1.07189e-009	9.63896e-010	8.67591e-010	7.81698e-010	7.05083e-010	6.36732e-010	5.75744e-010	5.21313e-010	4.72723e-010	4.29336e-010	3.90585e-010	3.55965e-010	3.25026e-010	2.97369e-010	2.72639e-010	2.50522e-010	2.30738e-010	2.13038e-010	1.97202e-010	1.83035e-010	1.70364e-010	1.59035e-010	1.48912e-010	1.39875e-010	1.31819e-010	1.24649e-010	1.18284e-010	1.12652e-010	1.07688e-010	1.03338e-010	9.9554e-011	9.62952e-011	9.35263e-011	9.12182e-011	8.93464e-011	8.78917e-011	8.68392e-011	8.61783e-011	8.59028e-011	8.60102e-011	8.65019e-011	8.73833e-011	8.86636e-011	9.03556e-011	9.24761e-011	9.50453e-011	9.80875e-011	1.0163e-010	1.05705e-010	1.10345e-010	1.1559e-010	1.21477e-010	1.28049e-010	1.35347e-010	1.43414e-010	1.52288e-010	1.62005e-010	1.72594e-010	1.84075e-010	1.96455e-010	2.09725e-010	2.23857e-010	2.38797e-010	2.54465e-010	2.70746e-010	2.87492e-010	3.04516e-010	3.21592e-010	3.38455e-010	3.54808e-010	3.70319e-010	3.84639e-010	3.97403e-010	4.08251e-010	4.16838e-010	
1.29161e-008	1.15181e-008	1.02667e-008	9.1473e-009	8.14672e-009	7.25289e-009	6.45495e-009	5.74303e-009	5.10824e-009	4.54255e-009	4.03872e-009	3.59022e-009	3.19117e-009	2.83629e-009	2.52083e-009	2.24053e-009	1.99157e-009	1.77052e-009	1.57432e-009	1.40023e-009	1.24579e-009	1.10882e-009	9.8736e-010	8.79672e-010	7.84205e-010	6.99576e-010	6.24559e-010	5.58061e-010	4.9911e-010	4.46847e-010	4.00505e-010	3.59408e-010	3.22954e-010	2.90612e-010	2.61909e-010	2.36429e-010	2.13802e-010	1.93703e-010	1.75842e-010	1.59966e-010	1.45848e-010	1.33291e-010	1.22118e-010	1.12176e-010	1.03326e-010	9.54494e-011	8.84395e-011	8.22031e-011	7.66578e-011	7.17314e-011	6.73603e-011	6.34889e-011	6.00685e-011	5.70565e-011	5.4416e-011	5.21148e-011	5.01255e-011	4.84245e-011	4.69919e-011	4.58112e-011	4.48691e-011	4.4155e-011	4.36613e-011	4.33828e-011	4.33169e-011	4.34634e-011	4.38247e-011	4.44053e-011	4.52125e-011	4.62557e-011	4.75471e-011	4.91012e-011	5.09351e-011	5.30687e-011	5.5524e-011	5.83258e-011	6.15011e-011	6.50787e-011	6.90892e-011	7.35641e-011	7.8535e-011	8.40328e-011	9.0086e-011	9.67193e-011	1.03951e-010	1.11793e-010	1.20243e-010	1.29286e-010	1.38892e-010	1.49008e-010	1.59559e-010	1.70442e-010	1.8153e-010	1.92664e-010	2.03659e-010	2.14304e-010	2.24367e-010	2.336e-010	2.41751e-010	2.4857e-010	
9.78348e-009	8.68088e-009	7.69827e-009	6.82327e-009	6.04468e-009	5.35239e-009	4.73729e-009	4.19114e-009	3.70655e-009	3.27687e-009	2.89611e-009	2.55892e-009	2.26049e-009	1.99652e-009	1.76314e-009	1.55692e-009	1.37479e-009	1.21399e-009	1.0721e-009	9.46938e-010	8.36565e-010	7.39265e-010	6.53512e-010	5.77952e-010	5.11386e-010	4.52751e-010	4.01107e-010	3.55622e-010	3.15563e-010	2.80279e-010	2.492e-010	2.21821e-010	1.97696e-010	1.76435e-010	1.57692e-010	1.41164e-010	1.26585e-010	1.1372e-010	1.02363e-010	9.23337e-011	8.34725e-011	7.56404e-011	6.87151e-011	6.25894e-011	5.71693e-011	5.23724e-011	4.81265e-011	4.43683e-011	4.10426e-011	3.81009e-011	3.5501e-011	3.32059e-011	3.11834e-011	2.94057e-011	2.78483e-011	2.64903e-011	2.53137e-011	2.4303e-011	2.34451e-011	2.27291e-011	2.21462e-011	2.1689e-011	2.13522e-011	2.11318e-011	2.10255e-011	2.10326e-011	2.11534e-011	2.13902e-011	2.17465e-011	2.22273e-011	2.28392e-011	2.35903e-011	2.44907e-011	2.55517e-011	2.67869e-011	2.82112e-011	2.98415e-011	3.16965e-011	3.37962e-011	3.61622e-011	3.8817e-011	4.17836e-011	4.50846e-011	4.87418e-011	5.27744e-011	5.71982e-011	6.20234e-011	6.72527e-011	7.28795e-011	7.88851e-011	8.52364e-011	9.18841e-011	9.876e-011	1.05776e-010	1.12825e-010	1.19778e-010	1.26491e-010	1.32802e-010	1.38544e-010	1.43544e-010	
7.40094e-009	6.5331e-009	5.7632e-009	5.08078e-009	4.47642e-009	3.94162e-009	3.46878e-009	3.05105e-009	2.6823e-009	2.35702e-009	2.07031e-009	1.81778e-009	1.5955e-009	1.39999e-009	1.22812e-009	1.07713e-009	9.44565e-010	8.28235e-010	7.26205e-010	6.3676e-010	5.58382e-010	4.89728e-010	4.29614e-010	3.76993e-010	3.30944e-010	2.90655e-010	2.55412e-010	2.24587e-010	1.97627e-010	1.74048e-010	1.53427e-010	1.3539e-010	1.19612e-010	1.05807e-010	9.37252e-011	8.31491e-011	7.38877e-011	6.57746e-011	5.86645e-011	5.24306e-011	4.69622e-011	4.21632e-011	3.79493e-011	3.42475e-011	3.0994e-011	2.81332e-011	2.5617e-011	2.34032e-011	2.14553e-011	1.97415e-011	1.82342e-011	1.69094e-011	1.57463e-011	1.47269e-011	1.38357e-011	1.30592e-011	1.23859e-011	1.1806e-011	1.13111e-011	1.08943e-011	1.05497e-011	1.02725e-011	1.00592e-011	9.90702e-012	9.81402e-012	9.77923e-012	9.80253e-012	9.88461e-012	1.0027e-011	1.02321e-011	1.05033e-011	1.08448e-011	1.12619e-011	1.17609e-011	1.23492e-011	1.30354e-011	1.38294e-011	1.47421e-011	1.57858e-011	1.6974e-011	1.83211e-011	1.98425e-011	2.1554e-011	2.34716e-011	2.5611e-011	2.79863e-011	3.06094e-011	3.34891e-011	3.66289e-011	4.00262e-011	4.36701e-011	4.75401e-011	5.16039e-011	5.58166e-011	6.01197e-011	6.44404e-011	6.86925e-011	7.27783e-011	7.65906e-011	8.00173e-011	
5.59347e-009	4.91153e-009	4.30937e-009	3.77818e-009	3.31004e-009	2.89784e-009	2.53525e-009	2.21657e-009	1.93674e-009	1.69125e-009	1.47604e-009	1.28756e-009	1.12261e-009	9.78364e-010	8.52322e-010	7.42264e-010	6.46231e-010	5.6249e-010	4.89513e-010	4.25955e-010	3.7063e-010	3.22497e-010	2.80639e-010	2.44253e-010	2.12638e-010	1.85175e-010	1.61326e-010	1.40619e-010	1.22645e-010	1.07044e-010	9.35032e-011	8.17507e-011	7.15498e-011	6.26944e-011	5.50056e-011	4.83282e-011	4.25273e-011	3.74861e-011	3.31034e-011	2.92912e-011	2.59738e-011	2.30852e-011	2.05687e-011	1.8375e-011	1.64615e-011	1.47915e-011	1.33332e-011	1.20592e-011	1.09457e-011	9.97228e-012	9.12123e-012	8.37732e-012	7.72742e-012	7.16021e-012	6.66597e-012	6.23634e-012	5.86417e-012	5.54337e-012	5.26877e-012	5.03602e-012	4.84149e-012	4.6822e-012	4.55579e-012	4.4604e-012	4.39472e-012	4.3579e-012	4.34956e-012	4.3698e-012	4.41916e-012	4.49867e-012	4.60984e-012	4.75473e-012	4.93593e-012	5.15664e-012	5.42072e-012	5.73269e-012	6.09785e-012	6.52226e-012	7.01282e-012	7.57725e-012	8.22412e-012	8.96275e-012	9.80316e-012	1.07558e-011	1.18315e-011	1.30408e-011	1.43936e-011	1.58984e-011	1.75617e-011	1.93868e-011	2.13728e-011	2.35135e-011	2.57961e-011	2.81999e-011	3.06957e-011	3.32451e-011	3.58003e-011	3.83048e-011	4.06947e-011	4.29005e-011	
4.22527e-009	3.6901e-009	3.21981e-009	2.80698e-009	2.44497e-009	2.12786e-009	1.85037e-009	1.6078e-009	1.39596e-009	1.21115e-009	1.05007e-009	9.09814e-010	7.87799e-010	6.81749e-010	5.89657e-010	5.09754e-010	4.40482e-010	3.80476e-010	3.28534e-010	2.83606e-010	2.4477e-010	2.11222e-010	1.82259e-010	1.57268e-010	1.35715e-010	1.17136e-010	1.01126e-010	8.7335e-011	7.54587e-011	6.52335e-011	5.64312e-011	4.88546e-011	4.23332e-011	3.67198e-011	3.18875e-011	2.77269e-011	2.41437e-011	2.10568e-011	1.83965e-011	1.61028e-011	1.41242e-011	1.24164e-011	1.09414e-011	9.66679e-012	8.56445e-012	7.61046e-012	6.78428e-012	6.06828e-012	5.44739e-012	4.90867e-012	4.44104e-012	4.03504e-012	3.68253e-012	3.37659e-012	3.11129e-012	2.88156e-012	2.68309e-012	2.51221e-012	2.36584e-012	2.24134e-012	2.13656e-012	2.04967e-012	1.97923e-012	1.92407e-012	1.88332e-012	1.85636e-012	1.84284e-012	1.84263e-012	1.85585e-012	1.88286e-012	1.9243e-012	1.98105e-012	2.05429e-012	2.14552e-012	2.25659e-012	2.38972e-012	2.54754e-012	2.73316e-012	2.95015e-012	3.20264e-012	3.49526e-012	3.83325e-012	4.22235e-012	4.6688e-012	5.17923e-012	5.7605e-012	6.41945e-012	7.16259e-012	7.99568e-012	8.92317e-012	9.94753e-012	1.10686e-011	1.22826e-011	1.35817e-011	1.49528e-011	1.63772e-011	1.78303e-011	1.92816e-011	2.06951e-011	2.20305e-011	
3.19153e-009	2.77192e-009	2.40499e-009	2.08451e-009	1.80493e-009	1.56132e-009	1.3493e-009	1.16498e-009	1.00492e-009	8.6609e-010	7.45803e-010	6.41697e-010	5.51691e-010	4.73955e-010	4.06887e-010	3.49078e-010	2.99299e-010	2.56475e-010	2.19666e-010	1.88056e-010	1.60932e-010	1.37676e-010	1.17751e-010	1.00692e-010	8.60956e-011	7.36144e-011	6.29474e-011	5.38352e-011	4.60545e-011	3.94131e-011	3.37459e-011	2.8911e-011	2.47867e-011	2.1269e-011	1.82686e-011	1.57092e-011	1.35257e-011	1.16625e-011	1.0072e-011	8.71381e-012	7.55345e-012	6.56155e-012	5.71314e-012	4.98697e-012	4.36495e-012	3.83173e-012	3.37426e-012	2.98145e-012	2.64386e-012	2.35352e-012	2.10362e-012	1.88839e-012	1.70295e-012	1.54314e-012	1.40543e-012	1.28685e-012	1.18486e-012	1.09734e-012	1.02248e-012	9.58775e-013	9.04955e-013	8.59979e-013	8.22989e-013	7.93297e-013	7.70367e-013	7.53798e-013	7.4332e-013	7.38785e-013	7.40166e-013	7.47554e-013	7.61168e-013	7.81354e-013	8.08601e-013	8.43554e-013	8.87026e-013	9.40021e-013	1.00376e-012	1.07969e-012	1.16955e-012	1.27535e-012	1.39942e-012	1.54445e-012	1.71345e-012	1.90982e-012	2.13727e-012	2.39978e-012	2.70152e-012	3.04671e-012	3.4394e-012	3.88321e-012	4.38098e-012	4.93434e-012	5.54325e-012	6.20548e-012	6.91606e-012	7.66686e-012	8.44624e-012	9.23885e-012	1.00258e-011	1.07851e-011	
